cd_cnpj,nm_razao_social,qt_filial,cod_fl_matriz,dsc_fl_matriz,fl_optante_simei,de_optante_simei,fl_optante_simples,de_optante_simples,pk_dt_abertura,pk_endereco,pk_cnae,cd_natureza_juridica,de_classif_natureza_juridica,de_natureza_juridica,de_nivel_atividade,de_saude_tributaria,de_situacao,vl_total_veiculos_antt,filtro_veiculos_antt,vl_total_veiculos_leves,vl_total_veiculos_pesados,vl_soma_veiculos_leves_pesados,fx_veiculo_leves_pesados
13210408000130,CLAUDIO DA SILVA ABREU MEI,,1,MATRIZ,1,SIM,1,SIM,4405,4406,17162,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
12560648000100,MAIARA RAMOS GONCALVES MEI,,1,MATRIZ,0,NÃO,0,NÃO,4407,4408,17163,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
11230981000180,COMITE ISRAELITA DO AMAPA,,1,MATRIZ,0,NÃO,0,NÃO,4409,4410,17164,3999,PRIVADO,ASSOCIACAO PRIVADA,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
09098066000130,VARRIALE & NAHAS FAGUNDES LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,4411,4412,17165,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
22803050000140,C A ARAUJO ME,1,1,MATRIZ,0,NÃO,0,NÃO,4413,4414,17166,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
31379761000120,SAUDE PURA PRODUTOS NATURAIS LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,4415,4416,17167,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,BAIXA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
01511009000120,ROCHA E LUZ COMERCIO E SERVICOS LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,4417,4418,17168,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
04955387000190,LFW ASSESSORIA E CONSULTORIA EPP LTDA SS,,1,MATRIZ,0,NÃO,0,NÃO,2890,4419,17169,2240,PRIVADO,SOCIEDADE SIMPLES LIMITADA,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
01432102000220,CAMBORIU SAUDE LTDA,,0,FILIAL,0,NÃO,0,NÃO,4420,4421,17170,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
11640221000140,M A DOS SANTOS FRUTAS ME,,1,MATRIZ,0,NÃO,0,NÃO,4422,4423,17171,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
02265018000140,J J DA SILVA PNEUS ME,,1,MATRIZ,0,NÃO,1,SIM,4424,4425,17172,2135,PRIVADO,EMPRESARIO INDIVIDUAL,BAIXA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
02557883000160,C W A EQUIPAMENTOS INDUSTRIAIS LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,2050,4426,17173,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,BAIXA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
05466207000170,MARA CLARISSE SOUZA ARAUJO ME,,1,MATRIZ,0,NÃO,1,SIM,4427,4428,17174,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
15104884000100,VITABLOCO ARTEFATOS DE CONCRETO LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,561,4429,17175,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
12751896000120,AHIDALGO SERVICOS DE COMUNICACAO LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,4430,4431,17176,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
13095411000150,DAYVES VERISSIMO SAMPAIO MEI,,1,MATRIZ,1,SIM,1,SIM,4432,4433,17177,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
07858823000100,FABIO ANDRE WEBER WILCHEN ME,,1,MATRIZ,0,NÃO,1,SIM,4434,4435,17178,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
01949435000140,ASSOCIACAO DOS MORADORES DA SQN 306 BL I,,1,MATRIZ,0,NÃO,0,NÃO,4436,4437,17179,3085,PRIVADO,CONDOMINIO EDILICIO,MEDIA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
09405295000150,DAVID RODRIGUES DE SANTANA ME,,1,MATRIZ,0,NÃO,0,NÃO,2997,4438,17180,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
16954572000140,CSHG 1120 FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,,1,MATRIZ,0,NÃO,0,NÃO,1073,4439,17181,2224,PRIVADO,CLUBE FUNDO DE INVESTIMENTO,MEDIA,VERDE,ATIVA,,NÃO,,,0,00 a 05
15896277000200,L L MAXIMO ME,,0,FILIAL,0,NÃO,0,NÃO,4440,4441,17182,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
05959141000150,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA PSDB,,1,MATRIZ,0,NÃO,0,NÃO,4442,4443,17183,3271,PUBLICO,ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO,ALTA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
02709180000100,EMPORIO DOS ANIMAIS LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,2015,4444,17184,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,VERDE,ATIVA,,NÃO,1,0,1,00 a 05
11880147000130,MANOEL DE SOUZA E SILVA EPP,,1,MATRIZ,0,NÃO,1,SIM,4445,4446,17185,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,VERDE,ATIVA,,NÃO,0,1,1,00 a 05
12356255000170,ANDREA DESIREE ESPINOSA ALCANTARA MEI,,1,MATRIZ,1,SIM,1,SIM,1651,4447,17186,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
17161290001120,ERC COMERCIAL EXPORTADORA E IMPORTADORA LTDA,,0,FILIAL,0,NÃO,0,NÃO,4448,4449,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
15483621000140,COTTON MALHAS LTDA,,1,MATRIZ,0,NÃO,0,NÃO,4450,4451,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
17480294000280,JOSE CARLOS CASTELANO,,0,FILIAL,0,NÃO,0,NÃO,4452,4453,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
16752073000170,OSVALDINO NUNES,,1,MATRIZ,0,NÃO,0,NÃO,2682,4454,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
16669897000180,PRIMAVERA CONFECCOES LTDA,,1,MATRIZ,0,NÃO,0,NÃO,4455,4456,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
15313752000260,FERREIRA & MENDES LTDA MICROEMPRESA,,0,FILIAL,0,NÃO,0,NÃO,4457,4458,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
97474720000120,A CARLOS DA SILVA LOCADORA DE GAMES,,1,MATRIZ,0,NÃO,0,NÃO,1167,4459,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
53451902000100,V V R PROMOCOES E EVENTOS LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,4460,4461,-,2240,PRIVADO,SOCIEDADE SIMPLES LIMITADA,INATIVA,,BAIXADA,,NÃO,1,0,1,00 a 05
07747741000180,MARMORARIA VITORIA DOS ANJOS LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,3497,4462,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
16006660000110,SAMPA VIDEO IMOBILIARIA E SERVICOS LTDA,,1,MATRIZ,0,NÃO,0,NÃO,4463,4464,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
00473919000100,DOMINGOS SANCHES RIBEIRAO PRETO,,1,MATRIZ,0,NÃO,0,NÃO,4465,4466,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
00236398000160,VALE DO RIO CLARO IND E COM DE PRE FABRICADO DE C LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,4467,4468,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
01617737000110,TARO KODAMA,,1,MATRIZ,0,NÃO,0,NÃO,360,4469,-,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
09267266000170,A J BRAVIM & CIA LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,4470,4471,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
31826886000150,JORGE L D ISSA,,1,MATRIZ,0,NÃO,0,NÃO,4472,4473,-,4014,PRIVADO,EMPRESA INDIVIDUAL IMOBILIARIA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
69380285000130,COMERCIAL CENTER LTDA,,1,MATRIZ,0,NÃO,0,NÃO,1103,4474,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
11936670000130,JUCIANI APARECIDA SCHWARTZ WOLTER ME,,1,MATRIZ,0,NÃO,0,NÃO,3243,4475,17187,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
05948105000190,MTI SOLUCOES COMUNICACAO E MARKETING LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,4476,4477,17188,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
05123298000140,RAFAEL DE SOUZA SIMON ME,,1,MATRIZ,0,NÃO,0,NÃO,1390,4478,17189,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
07799911000170,NANOBRAX SOLUCOES TECNOLOGICAS E PRESTACAO DE SERVICOS LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,2757,4479,17190,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
10615732000140,DYE PHARMACEUTICALS INDUSTRIA E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,4480,4481,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
18431221000180,SINOMAR MARQUES DA SILVA ME,,1,MATRIZ,0,NÃO,0,NÃO,4482,4483,17191,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
08063499000350,GUILHERME ALMEIDA WITT E OUTROS,,0,FILIAL,0,NÃO,0,NÃO,4484,4485,17192,4120,PRIVADO,PRODUTOR RURAL PESSOA FISICA,MEDIA,VERDE,ATIVA,,NÃO,,,0,00 a 05
01123756000190,MILANO FONSECA LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,4486,4487,17193,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,MEDIA,VERDE,ATIVA,,NÃO,,,0,00 a 05
13036999000170,EDUARDO DE BRITO XAVIER MEI,,1,MATRIZ,0,NÃO,0,NÃO,3154,4488,17194,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
05369621000160,EXATO CONSULTORIA E GESTAO EMPRESARIAL LTDA,,1,MATRIZ,0,NÃO,0,NÃO,4489,4490,17195,2240,PRIVADO,SOCIEDADE SIMPLES LIMITADA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
00471055000180,M D RAMOS MORAES ME,,1,MATRIZ,0,NÃO,0,NÃO,4465,4491,17196,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,VERDE,BAIXADA,,NÃO,,,0,00 a 05
24488751000400,FUNDACAO MAMIFEROS AQUATICOS,,0,FILIAL,0,NÃO,0,NÃO,4492,4493,17197,3069,PRIVADO,FUNDACAO PRIVADA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
16611338000110,FALCO E FREITAS MATERIAIS DE CONSTRUCAO LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,2895,4494,17198,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
11958098000100,EDERSON MENINO DA COSTA MEI,,1,MATRIZ,1,SIM,1,SIM,261,4495,17199,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
12431238000150,VERITAS FOMENTO MERCANTIL LTDA,,1,MATRIZ,0,NÃO,0,NÃO,4496,4497,17200,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
14481385000160,JULIO CESAR KENOR ME,,1,MATRIZ,0,NÃO,1,SIM,1701,4498,17201,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
13160169000150,WALACE GERALDO DA SILVA MEI,,1,MATRIZ,1,SIM,1,SIM,4499,4500,17202,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
16594450000190,IVANI BOHM HASPER MEI,,1,MATRIZ,1,SIM,1,SIM,1634,4501,17203,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,VERDE,ATIVA,,NÃO,,,0,00 a 05
12642795000110,R DE LIMA OLIVEIRA MATERIAL DE CONSTRUCAO ME,,1,MATRIZ,0,NÃO,0,NÃO,111,4502,17204,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
08343323000190,MW COMERCIO DE VEICULOS LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,1089,4503,17205,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
22553440000290,LANCHONETE VILELA LTDA,,0,FILIAL,0,NÃO,0,NÃO,4415,4504,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
15707784000160,SUPERONLINE COMERCIO DE ALIMENTOS EPP LTDA,,1,MATRIZ,0,NÃO,1,SIM,221,4505,17206,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
12127801000100,PONTFIO TEXTIL LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,2224,4506,17207,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
12481191000130,PHP DESENVOLVIMENTO DE SOFTWARE LTDA ME,,1,MATRIZ,0,NÃO,1,SIM,2222,4507,17208,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
10552095000100,LUCIENE MARQUES DA SILVA ME,,1,MATRIZ,0,NÃO,1,SIM,4508,4509,17209,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
12080954000130,ALLAN RICARDO PEREIRA MEI,,1,MATRIZ,1,SIM,1,SIM,1647,4510,17210,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
11358924000180,S L DE SOUZA ME,,1,MATRIZ,0,NÃO,1,SIM,4511,4512,17211,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
10725666000160,M DA L C DA SILVA SERVICOS LOCACAO ME,,1,MATRIZ,0,NÃO,0,NÃO,4513,4514,17212,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
13651166000110,FABIANA TEOFILA BALDAN CAMPOS MEI,,1,MATRIZ,1,SIM,1,SIM,557,4515,17213,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
13557134000150,ADEILDO CORREIA DA COSTA ME,,1,MATRIZ,0,NÃO,1,SIM,4516,4517,17214,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
13415957000140,FAUSTINO DE OLIVEIRA COSTA MEI,,1,MATRIZ,1,SIM,1,SIM,3741,4518,17215,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
15217503000190,CLAIR CORREA FAGUNDES MEI,,1,MATRIZ,1,SIM,1,SIM,223,4519,17216,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
11888665000280,OZEIAS DE MORAES,,0,FILIAL,0,NÃO,0,NÃO,4520,4521,17217,4120,PRIVADO,PRODUTOR RURAL PESSOA FISICA,MEDIA,VERDE,ATIVA,,NÃO,,,0,00 a 05
15237253000150,DANIELLE CRISTINA SILVA DE OLIVEIRA MEI,,1,MATRIZ,1,SIM,1,SIM,2246,4522,17218,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
15740928000180,OLIVIO NOBREGA FERNANDES MEI,,1,MATRIZ,1,SIM,1,SIM,3136,4523,17219,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
08230296000220,TAKAO OI,,0,FILIAL,0,NÃO,0,NÃO,3990,4524,17220,4120,PRIVADO,PRODUTOR RURAL PESSOA FISICA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
02267884000170,PARTIDO DO MOVIMENTO DEMOCRATICO BRASILEIRO,,1,MATRIZ,0,NÃO,0,NÃO,1401,4525,17221,3271,PUBLICO,ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO,ALTA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
12483625000130,A J M VIEIRA COMERCIO ME,,1,MATRIZ,0,NÃO,1,SIM,4526,4527,17222,2135,PRIVADO,EMPRESARIO INDIVIDUAL,ALTA,AZUL,ATIVA,,NÃO,,,0,00 a 05
53355855000100,METALURGICA CASAGRANDE LTDA,,1,MATRIZ,0,NÃO,0,NÃO,4528,4529,17223,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,MEDIA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
04620847000120,RODRIGUES & FABIO RESTAURANTE LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,4530,4531,17224,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
67289488000190,WELTUR TURISMO E PASSAGENS LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,4532,4533,17225,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,BAIXA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
09344874000130,N L RIO PRETO REPRESENTACOES LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,4534,4535,17226,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
04610753000170,F S LINHARES ME,,1,MATRIZ,0,NÃO,1,SIM,4536,4537,17227,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AZUL,ATIVA,,NÃO,,,0,00 a 05
31297187000160,CIRO FERREIRA DA SILVA & CIA LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,428,4538,17228,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
40779621000210,FRIAM FRIGORIFICO AMAZONA LTDA ME,,0,FILIAL,0,NÃO,0,NÃO,1605,4539,17229,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,VERDE,ATIVA,,NÃO,,,0,00 a 05
09152611000120,APARECIDO ALVES LOPES ME,,1,MATRIZ,0,NÃO,0,NÃO,4360,4540,17230,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
01171643000160,NAIR FORTES ME,,1,MATRIZ,0,NÃO,0,NÃO,2988,4541,17231,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
08024578000190,AUGUSTO MARTINS DA SILVA,,1,MATRIZ,0,NÃO,0,NÃO,4542,4543,17232,4120,PRIVADO,PRODUTOR RURAL PESSOA FISICA,INATIVA,VERDE,BAIXADA,,NÃO,,,0,00 a 05
01330922000120,J C L DA SILVA ME,,1,MATRIZ,0,NÃO,0,NÃO,4544,4545,17233,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
28901346000180,MOVEIS KITOKE LTDA,,1,MATRIZ,0,NÃO,0,NÃO,4546,4547,-,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
08522773000140,CCL CONSTRUCOES E COMERCIO LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,4548,4549,17234,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,VERMELHO,ATIVA,,NÃO,1,0,1,00 a 05
04011303000160,SORAYA DE SOUZA OLIVEIRA ME,,1,MATRIZ,0,NÃO,1,SIM,4550,4551,17235,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
03931501000180,A P P ASSOCIACAO DOS PROFISSIONAIS DE PROPAGANDA DA REGIAO DE SAO JOSE DO RIO PRETO,,1,MATRIZ,0,NÃO,0,NÃO,4552,4553,17236,3999,PRIVADO,ASSOCIACAO PRIVADA,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
08712595000110,MARCELO AMERICO DOS SANTOS,,1,MATRIZ,0,NÃO,0,NÃO,4554,4555,17237,4120,PRIVADO,PRODUTOR RURAL PESSOA FISICA,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
04993583000150,GOMES & BRITO ENGENHARIA EPP LTDA,,1,MATRIZ,0,NÃO,0,NÃO,4556,4557,17238,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,ALTA,VERDE,ATIVA,,NÃO,2,1,3,00 a 05
07198371000250,JOSE REGINALDO DA SILVA CIPRIANO ME,,0,FILIAL,0,NÃO,0,NÃO,4558,4559,17239,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
01471964000180,JORI ESCRITORIO VIRTUAL E SERVICOS LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,4560,4561,17240,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,MEDIA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
06334186000100,DIRETORIO MUNICIPAL DO PARTIDO DOS TRABALHADORES PT,,1,MATRIZ,0,NÃO,0,NÃO,2409,4562,17241,3271,PUBLICO,ORGAO DE DIRECAO LOCAL DE PARTIDO POLITICO,ALTA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
12787808000140,JESSICA GOMES NUNES MEI,,1,MATRIZ,1,SIM,1,SIM,4563,4564,17242,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
10826546000150,IRLENE TERESINHA DE SOUZA ME,,1,MATRIZ,0,NÃO,0,NÃO,4565,4566,17243,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,,,0,00 a 05
04920962000110,VALDECIR ALVES DOS SANTOS SERVICOS ME,,1,MATRIZ,0,NÃO,1,SIM,173,4567,17244,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,VERDE,ATIVA,,NÃO,,,0,00 a 05
12726861000130,XRX VESTUARIO E ACESSORIOS LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,3584,4568,17245,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,,BAIXADA,,NÃO,,,0,00 a 05
00837361002050,SAUDE ASSISTENCIA MEDICA DO ABC LTDA ME,,0,FILIAL,0,NÃO,0,NÃO,2948,4569,17246,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,BAIXA,VERMELHO,ATIVA,,NÃO,,,0,00 a 05
13498479000180,MAGALHAES & RODRIGUES COMERCIAL E SERVICOS LTDA ME,,1,MATRIZ,0,NÃO,0,NÃO,249,4570,17247,2062,PRIVADO,SOCIEDADE EMPRESARIA LIMITADA,INATIVA,AMARELO,BAIXADA,,NÃO,,,0,00 a 05
15438742000170,ALECIA MARIA ROSA NOGUEIRA PENNA MEI,,1,MATRIZ,0,NÃO,0,NÃO,1525,4571,17248,2135,PRIVADO,EMPRESARIO INDIVIDUAL,INATIVA,VERDE,BAIXADA,,NÃO,,,0,00 a 05
05582397000190,CONDOMINIO EDIFICIO MIAMI,,1,MATRIZ,0,NÃO,0,NÃO,4572,4573,17249,3085,PRIVADO,CONDOMINIO EDILICIO,ALTA,LARANJA,ATIVA,,NÃO,,,0,00 a 05
15765272000150,EUSTAQUIO JUNIOR RODRIGUES MEI,,1,MATRIZ,1,SIM,1,SIM,4574,4575,17250,2135,PRIVADO,EMPRESARIO INDIVIDUAL,MEDIA,AMARELO,ATIVA,,NÃO,1,0,1,00 a 05
12337436000150,CENTRO ACADEMICO DE ECONOMIA CELSO FURTADO,,1,MATRIZ,0,NÃO,0,NÃO,2224,4576,17251,3999,PRIVADO,ASSOCIACAO PRIVADA,MEDIA,VERDE,ATIVA,,NÃO,,,0,00 a 05
